feature,missing_rate,missing_count
531,0.00574345883854499,9
123,0.00574345883854499,9
124,0.00574345883854499,9
126,0.00574345883854499,9
125,0.00574345883854499,9
127,0.00574345883854499,9
128,0.00574345883854499,9
129,0.00574345883854499,9
130,0.00574345883854499,9
134,0.005105296745373325,8
133,0.005105296745373325,8
132,0.005105296745373325,8
405,0.005105296745373325,8
407,0.005105296745373325,8
267,0.005105296745373325,8
406,0.005105296745373325,8
541,0.005105296745373325,8
539,0.005105296745373325,8
540,0.005105296745373325,8
269,0.005105296745373325,8
268,0.005105296745373325,8
65,0.004467134652201659,7
472,0.004467134652201659,7
1,0.004467134652201659,7
202,0.004467134652201659,7
196,0.004467134652201659,7
201,0.004467134652201659,7
200,0.004467134652201659,7
137,0.004467134652201659,7
272,0.004467134652201659,7
332,0.004467134652201659,7
336,0.004467134652201659,7
337,0.004467134652201659,7
59,0.004467134652201659,7
64,0.004467134652201659,7
338,0.004467134652201659,7
468,0.004467134652201659,7
63,0.004467134652201659,7
410,0.004467134652201659,7
474,0.004467134652201659,7
473,0.004467134652201659,7
136,0.0038289725590299937,6
0,0.0038289725590299937,6
209,0.0038289725590299937,6
102,0.0038289725590299937,6
512,0.0038289725590299937,6
204,0.0038289725590299937,6
203,0.0038289725590299937,6
97,0.0038289725590299937,6
106,0.0038289725590299937,6
243,0.0038289725590299937,6
498,0.0038289725590299937,6
242,0.0038289725590299937,6
91,0.0038289725590299937,6
108,0.0038289725590299937,6
107,0.0038289725590299937,6
94,0.0038289725590299937,6
68,0.0038289725590299937,6
374,0.0038289725590299937,6
375,0.0038289725590299937,6
105,0.0038289725590299937,6
364,0.0038289725590299937,6
381,0.0038289725590299937,6
380,0.0038289725590299937,6
379,0.0038289725590299937,6
378,0.0038289725590299937,6
367,0.0038289725590299937,6
96,0.0038289725590299937,6
95,0.0038289725590299937,6
199,0.0038289725590299937,6
198,0.0038289725590299937,6
229,0.0038289725590299937,6
226,0.0038289725590299937,6
206,0.0038289725590299937,6
207,0.0038289725590299937,6
208,0.0038289725590299937,6
205,0.0038289725590299937,6
508,0.0038289725590299937,6
507,0.0038289725590299937,6
506,0.0038289725590299937,6
505,0.0038289725590299937,6
504,0.0038289725590299937,6
503,0.0038289725590299937,6
502,0.0038289725590299937,6
197,0.0038289725590299937,6
241,0.0038289725590299937,6
240,0.0038289725590299937,6
373,0.0038289725590299937,6
372,0.0038289725590299937,6
370,0.0038289725590299937,6
371,0.0038289725590299937,6
369,0.0038289725590299937,6
69,0.0038289725590299937,6
501,0.0038289725590299937,6
368,0.0038289725590299937,6
67,0.0038289725590299937,6
236,0.0038289725590299937,6
237,0.0038289725590299937,6
509,0.0038289725590299937,6
99,0.0038289725590299937,6
98,0.0038289725590299937,6
230,0.0038289725590299937,6
231,0.0038289725590299937,6
232,0.0038289725590299937,6
100,0.0038289725590299937,6
101,0.0038289725590299937,6
70,0.0038289725590299937,6
71,0.0038289725590299937,6
74,0.0038289725590299937,6
335,0.0038289725590299937,6
334,0.0038289725590299937,6
333,0.0038289725590299937,6
347,0.0038289725590299937,6
343,0.0038289725590299937,6
344,0.0038289725590299937,6
515,0.0038289725590299937,6
514,0.0038289725590299937,6
342,0.0038289725590299937,6
513,0.0038289725590299937,6
271,0.0038289725590299937,6
233,0.0038289725590299937,6
234,0.0038289725590299937,6
235,0.0038289725590299937,6
479,0.0038289725590299937,6
480,0.0038289725590299937,6
60,0.0038289725590299937,6
471,0.0038289725590299937,6
470,0.0038289725590299937,6
469,0.0038289725590299937,6
340,0.0038289725590299937,6
341,0.0038289725590299937,6
481,0.0038289725590299937,6
339,0.0038289725590299937,6
478,0.0038289725590299937,6
66,0.0038289725590299937,6
62,0.0038289725590299937,6
61,0.0038289725590299937,6
477,0.0038289725590299937,6
476,0.0038289725590299937,6
475,0.0038289725590299937,6
409,0.0038289725590299937,6
408,0.003190810465858328,5
135,0.003190810465858328,5
270,0.003190810465858328,5
55,0.0025526483726866626,4
467,0.0025526483726866626,4
53,0.0025526483726866626,4
465,0.0025526483726866626,4
326,0.0025526483726866626,4
328,0.0025526483726866626,4
192,0.0025526483726866626,4
190,0.0025526483726866626,4
193,0.0025526483726866626,4
462,0.0025526483726866626,4
464,0.0025526483726866626,4
54,0.0025526483726866626,4
56,0.0025526483726866626,4
58,0.0025526483726866626,4
57,0.0025526483726866626,4
327,0.0025526483726866626,4
330,0.0025526483726866626,4
329,0.0025526483726866626,4
331,0.0025526483726866626,4
466,0.0025526483726866626,4
191,0.0025526483726866626,4
194,0.0025526483726866626,4
195,0.0025526483726866626,4
463,0.0025526483726866626,4
423,0.0019144862795149968,3
286,0.0019144862795149968,3
422,0.0019144862795149968,3
18,0.0019144862795149968,3
285,0.0019144862795149968,3
15,0.0019144862795149968,3
153,0.0019144862795149968,3
150,0.0019144862795149968,3
152,0.0019144862795149968,3
289,0.0019144862795149968,3
151,0.0019144862795149968,3
154,0.0019144862795149968,3
288,0.0019144862795149968,3
17,0.0019144862795149968,3
287,0.0019144862795149968,3
284,0.0019144862795149968,3
149,0.0019144862795149968,3
425,0.0019144862795149968,3
14,0.0019144862795149968,3
426,0.0019144862795149968,3
13,0.0019144862795149968,3
424,0.0019144862795149968,3
16,0.0019144862795149968,3
427,0.0019144862795149968,3
22,0.0012763241863433313,2
21,0.0012763241863433313,2
27,0.0012763241863433313,2
279,0.0012763241863433313,2
23,0.0012763241863433313,2
436,0.0012763241863433313,2
435,0.0012763241863433313,2
434,0.0012763241863433313,2
433,0.0012763241863433313,2
419,0.0012763241863433313,2
418,0.0012763241863433313,2
417,0.0012763241863433313,2
31,0.0012763241863433313,2
30,0.0012763241863433313,2
29,0.0012763241863433313,2
28,0.0012763241863433313,2
24,0.0012763241863433313,2
25,0.0012763241863433313,2
26,0.0012763241863433313,2
437,0.0012763241863433313,2
167,0.0012763241863433313,2
166,0.0012763241863433313,2
169,0.0012763241863433313,2
168,0.0012763241863433313,2
160,0.0012763241863433313,2
161,0.0012763241863433313,2
159,0.0012763241863433313,2
302,0.0012763241863433313,2
298,0.0012763241863433313,2
299,0.0012763241863433313,2
300,0.0012763241863433313,2
301,0.0012763241863433313,2
294,0.0012763241863433313,2
295,0.0012763241863433313,2
296,0.0012763241863433313,2
297,0.0012763241863433313,2
304,0.0012763241863433313,2
303,0.0012763241863433313,2
543,0.0012763241863433313,2
542,0.0012763241863433313,2
500,0.0012763241863433313,2
499,0.0012763241863433313,2
93,0.0012763241863433313,2
92,0.0012763241863433313,2
281,0.0012763241863433313,2
282,0.0012763241863433313,2
283,0.0012763241863433313,2
238,0.0012763241863433313,2
280,0.0012763241863433313,2
239,0.0012763241863433313,2
545,0.0012763241863433313,2
544,0.0012763241863433313,2
439,0.0012763241863433313,2
440,0.0012763241863433313,2
376,0.0012763241863433313,2
377,0.0012763241863433313,2
365,0.0012763241863433313,2
366,0.0012763241863433313,2
227,0.0012763241863433313,2
228,0.0012763241863433313,2
510,0.0012763241863433313,2
511,0.0012763241863433313,2
103,0.0012763241863433313,2
104,0.0012763241863433313,2
438,0.0012763241863433313,2
430,0.0012763241863433313,2
432,0.0012763241863433313,2
431,0.0012763241863433313,2
144,0.0012763241863433313,2
145,0.0012763241863433313,2
146,0.0012763241863433313,2
147,0.0012763241863433313,2
148,0.0012763241863433313,2
163,0.0012763241863433313,2
164,0.0012763241863433313,2
165,0.0012763241863433313,2
420,0.0012763241863433313,2
421,0.0012763241863433313,2
162,0.0012763241863433313,2
12,0.0012763241863433313,2
10,0.0012763241863433313,2
11,0.0012763241863433313,2
8,0.0012763241863433313,2
9,0.0012763241863433313,2
443,0.0006381620931716656,1
441,0.0006381620931716656,1
442,0.0006381620931716656,1
457,0.0006381620931716656,1
458,0.0006381620931716656,1
459,0.0006381620931716656,1
460,0.0006381620931716656,1
356,0.0006381620931716656,1
453,0.0006381620931716656,1
452,0.0006381620931716656,1
451,0.0006381620931716656,1
448,0.0006381620931716656,1
447,0.0006381620931716656,1
446,0.0006381620931716656,1
445,0.0006381620931716656,1
444,0.0006381620931716656,1
582,0.0006381620931716656,1
583,0.0006381620931716656,1
36,0.0006381620931716656,1
37,0.0006381620931716656,1
558,0.0006381620931716656,1
559,0.0006381620931716656,1
560,0.0006381620931716656,1
561,0.0006381620931716656,1
586,0.0006381620931716656,1
587,0.0006381620931716656,1
584,0.0006381620931716656,1
585,0.0006381620931716656,1
588,0.0006381620931716656,1
456,0.0006381620931716656,1
455,0.0006381620931716656,1
454,0.0006381620931716656,1
310,0.0006381620931716656,1
311,0.0006381620931716656,1
312,0.0006381620931716656,1
315,0.0006381620931716656,1
316,0.0006381620931716656,1
317,0.0006381620931716656,1
318,0.0006381620931716656,1
461,0.0006381620931716656,1
319,0.0006381620931716656,1
305,0.0006381620931716656,1
325,0.0006381620931716656,1
324,0.0006381620931716656,1
323,0.0006381620931716656,1
322,0.0006381620931716656,1
321,0.0006381620931716656,1
320,0.0006381620931716656,1
182,0.0006381620931716656,1
184,0.0006381620931716656,1
309,0.0006381620931716656,1
183,0.0006381620931716656,1
186,0.0006381620931716656,1
185,0.0006381620931716656,1
218,0.0006381620931716656,1
306,0.0006381620931716656,1
307,0.0006381620931716656,1
308,0.0006381620931716656,1
490,0.0006381620931716656,1
50,0.0006381620931716656,1
51,0.0006381620931716656,1
52,0.0006381620931716656,1
32,0.0006381620931716656,1
33,0.0006381620931716656,1
34,0.0006381620931716656,1
35,0.0006381620931716656,1
181,0.0006381620931716656,1
180,0.0006381620931716656,1
179,0.0006381620931716656,1
177,0.0006381620931716656,1
176,0.0006381620931716656,1
175,0.0006381620931716656,1
174,0.0006381620931716656,1
173,0.0006381620931716656,1
172,0.0006381620931716656,1
171,0.0006381620931716656,1
170,0.0006381620931716656,1
189,0.0006381620931716656,1
188,0.0006381620931716656,1
187,0.0006381620931716656,1
46,0.0006381620931716656,1
45,0.0006381620931716656,1
44,0.0006381620931716656,1
43,0.0006381620931716656,1
42,0.0006381620931716656,1
49,0.0006381620931716656,1
48,0.0006381620931716656,1
47,0.0006381620931716656,1
39,0.0006381620931716656,1
589,0.0006381620931716656,1
38,0.0006381620931716656,1
83,0.0006381620931716656,1
20,0.0,0
571,0.0,0
570,0.0,0
573,0.0,0
393,0.0,0
429,0.0,0
390,0.0,0
392,0.0,0
577,0.0,0
574,0.0,0
575,0.0,0
576,0.0,0
572,0.0,0
387,0.0,0
359,0.0,0
360,0.0,0
388,0.0,0
361,0.0,0
386,0.0,0
389,0.0,0
222,0.0,0
221,0.0,0
223,0.0,0
252,0.0,0
255,0.0,0
493,0.0,0
494,0.0,0
495,0.0,0
254,0.0,0
249,0.0,0
250,0.0,0
291,0.0,0
248,0.0,0
251,0.0,0
88,0.0,0
87,0.0,0
119,0.0,0
156,0.0,0
86,0.0,0
117,0.0,0
116,0.0,0
115,0.0,0
114,0.0,0
113,0.0,0
527,0.0,0
526,0.0,0
524,0.0,0
523,0.0,0
522,0.0,0
521,0.0,0
520,0.0,0
120,0.0,0
