feature,normal_n,anomaly_n,normal_missing_rate,normal_mean,normal_std,normal_median,normal_p01,normal_p05,normal_p25,normal_p50,normal_p75,normal_p95,normal_p99,anomaly_mean,anomaly_median
21,1170,83,0.0,-0.02926183058165467,0.9410933355474757,0.1472925971725681,-1.5840547086231043,-1.3557067275993182,-0.5698817010957874,0.1472925971725681,0.4018978547181331,0.8324390923228757,3.9732740041314347,0.41379949742376393,0.2545778489965707
22,1170,83,0.0,0.02333274960280841,0.9380948503960365,-0.11591631030131135,-3.8865417397689894,-0.9216983980720348,-0.4113389692902653,-0.11591631030131135,0.5248655082727407,1.3481043895291747,2.3575938289754608,-0.32756801165219507,-0.1755044034496515
23,1170,83,0.0,-0.0020443697318392354,0.9977563579461621,-0.0030389625064171,-2.7644510533942004,-1.6719960407503291,-0.4053769895431686,-0.0030389625064171,0.31473776039525836,1.605381538052659,3.243873256618241,0.034792692191535565,0.0537532692961656
24,1170,83,0.0,0.00517181701288778,1.0163095081232854,0.07888737456403874,-2.665477987303128,-1.8370055072146658,-0.4193787842622032,0.07888737456403874,0.5843824404584765,1.5851675537311953,3.191368138304955,-0.06944160630834835,0.127418282834732
25,1170,83,0.0,0.012167474553454617,0.9550245227840275,0.4427276566257475,-4.236156257341997,-1.3227722561313573,-0.6242447118528182,0.4427276566257475,0.5618890642998972,0.7123865496996784,0.8482586585537936,-0.17940545556558268,0.4314860143923371
26,1170,83,0.0,0.025167491465277487,0.9028999709998305,0.248332993531762,-5.42841506520982,-0.4494373270069208,-0.16363329241799351,0.248332993531762,0.3357158643513532,0.4322248160583142,0.49835658634130675,-0.3600989594485167,0.2441965262740303
28,1170,83,0.0,0.02949002396653421,0.9974826506168794,-0.07268094799345065,-2.396968379998834,-1.6523065630784446,-0.5921632666048982,-0.07268094799345065,0.8246775310804602,1.6817221315078752,2.106517302292904,-0.42169903251282176,-0.401189757152653
29,1170,83,0.0,-0.004458974240894883,1.0060337086878777,0.024938901331492,-2.349018525357084,-1.7101406925596427,-0.6691409860614027,0.024938901331492,0.6654432210924673,1.5997722906912797,2.213849200409604,0.06422600546674989,0.024938901331492
30,1170,83,0.0,-0.01165901702272475,1.001316956680246,0.0800515293086398,-2.430106225350496,-1.6960544279133662,-0.6744297615305365,0.0800515293086398,0.6597871533828777,1.5218157773297458,2.200218954706968,0.1646368422036052,0.2855464335729884
31,1170,83,0.0,0.013276080265425145,1.010162433619825,-0.45355803578927,-0.8713176977872314,-0.7522887589021554,-0.5801420046418818,-0.45355803578927,-0.24756251426065348,1.874126227915408,1.9419763517272994,-0.18178969310012272,-0.4438816427274017
32,1170,83,0.0,-0.015187148382253346,0.9443980250911814,-0.1137867789937577,-0.9552838422851189,-0.8121368680601795,-0.3999640959665375,-0.1137867789937577,0.2015006074689894,0.7288756430729186,4.06467928756592,0.21215765607547268,-0.0860629032890252
33,1170,83,0.0,-0.022895406656336468,0.9083243318945565,-0.1448918629162779,-0.5931149309853022,-0.4776193755657316,-0.2790266658360724,-0.1448918629162779,0.0347904829858807,0.4893847847458902,3.088305898013492,0.3225567825414758,-0.1057833327067178
34,1170,83,0.0,-0.0029706918003291134,0.990020581995422,-0.1613469537031033,-0.5855807436750265,-0.4148375094354063,-0.2717313885189157,-0.1613469537031033,-0.012172149148894475,0.2071205541924762,6.719164176451116,0.03967152237033938,-0.1779948290876567
35,1170,83,0.0,0.0020980272960546826,1.0168730836351203,-0.1553755152220539,-0.3208643260162251,-0.2793656028201329,-0.2063452013775339,-0.1553755152220539,-0.0881027592395415,0.043117071075625,4.937327552122658,-0.03151782773156804,-0.1726907490294817
37,1170,83,0.0,-0.00830850661088907,1.0063673720876327,0.0268477368036215,-3.3287219828888404,-1.2713389807290252,-0.5859085008788855,0.0268477368036215,0.3820080784556898,1.563294558420993,2.942414686537722,0.12398544223598343,0.1698134591005763
38,1170,83,0.0,-0.015065480916366307,0.9414912979373775,-0.036757726536534,-1.867519015225292,-1.254612462445622,-0.5740037227824868,-0.036757726536534,0.3664289725030453,1.4709610081816258,3.352274757606222,0.2122340412419048,0.1299196772643588
39,1170,83,0.0,0.0004615173755281304,1.0064399037781635,-0.1503548085602628,-1.5026300512289021,-0.6799097530110658,-0.3619835181126804,-0.1503548085602628,0.1390106771037504,0.9171300368837484,4.675230728433325,-0.0076312674093615114,-0.2304537519017632
40,1170,83,0.0,0.012196498530649835,0.9865966740369561,0.4442404635267338,-2.6377157220048573,-2.3233581420974225,0.2937479706889684,0.4442404635267338,0.5223827504897601,0.5828439478148578,0.6393421422900756,-0.17332833757746177,0.3889616545437869
41,1170,83,0.0,-0.003035744775612548,1.0184870391365828,-0.1220194308928946,-1.2725038101721071,-0.5872520658848444,-0.2902853888078714,-0.1220194308928946,0.06341420245800233,0.8948526823446417,1.3064221199474908,0.04221000695708845,-0.0647180506299564
43,1170,83,0.0,0.0026265196809553758,1.0034662209030853,-0.31483133666434765,-1.6631538290172596,-1.3009797754619015,-0.7693046065821947,-0.31483133666434765,0.8692764807062637,1.7069563903256468,2.366995892730458,-0.03729928111174986,-0.2340814587963567
44,1170,83,0.0,0.007178567066637968,1.0058859434487992,0.0413452270831927,-2.7220989433687683,-1.665313026382991,-0.5909827172887184,0.0413452270831927,0.7036075421309543,1.5024276053095351,2.0041219560520056,-0.10120969961331822,-0.1904323287212952
45,1170,83,0.0,-0.0007652265754316682,0.9953797271329424,-0.038736081816204096,-1.8941809034562351,-1.454178150739329,-0.7747671764399302,-0.038736081816204096,0.6675427252654669,1.630357727545475,2.567410689338888,0.010727064674504983,0.0062129150016536
46,1170,83,0.0,0.0022296445835515394,1.0042499552792623,-0.01910673617147325,-1.8999463786022908,-1.523987186847415,-0.752490302917042,-0.01910673617147325,0.6371278787256333,1.7963635117273293,2.423005811737776,-0.03123447989708044,-0.0999711461868158
47,1170,83,0.0,-0.005529724848624443,1.002853030043182,0.372307942908341,-1.8600578872900422,-1.60144759917621,-1.0193905549411362,0.372307942908341,0.8559543675503214,1.2297098093418173,1.3956207615517016,0.0831829499085553,0.492628454850779
48,1170,83,0.0,0.0033655797487348897,0.9970629494095675,0.00514556111124105,-2.3522962839389643,-1.6416141296948348,-0.6907446857304973,0.00514556111124105,0.7150398169435764,1.6292454263858673,2.136891250264526,-0.04551920259002518,-0.1262409254516723
51,1170,83,0.0,-0.0012888307363553872,0.9971186611714226,0.4023804957774403,-1.869774293729256,-1.765814122167655,-0.6915253833487885,0.4023804957774403,0.8224772750863415,1.2081041013735387,1.4526592107239924,0.025745179914378736,0.5616375970341408
53,1170,83,0.0,-0.0005157552025848644,1.02220072014363,0.06594771017015225,-1.9957955702131407,-0.9780839935133072,-0.328854194584102,0.06594771017015225,0.4432028636019897,1.022245657241543,1.355633932367354,0.007471771607034426,0.039627583186527
55,1170,83,0.0,-2.322829379847436e-05,0.9827245198524569,-0.0576745531609328,-2.063508891213612,-1.4013888184583587,-0.7392687457031054,-0.0576745531609328,0.6628678789550781,1.8527365979358403,2.298693941056292,0.012895445055161875,-0.2329416312432057
56,1170,83,0.0,-0.015453384663354951,1.014913478030533,0.2906688044599451,-2.9656240638406315,-1.5680116380655962,-0.5306086003769171,0.2906688044599451,0.6220614414993966,1.04782893821746,1.183988086914101,0.2281230927111355,0.4347525596944844
57,1170,83,0.0,0.013460956350731515,0.9928889307622513,0.037084147270272,-2.4555507644610017,-1.5613704764471514,-0.5832116768588849,0.037084147270272,0.6752731201723567,1.7309688977767843,2.3035496585113706,-0.18687531063459403,-0.1299185746106598
58,1170,83,0.0,-0.010659359866617632,1.0070266716254166,-0.2836427795959482,-1.6611628254274005,-1.1990597963072205,-0.7166063019015534,-0.2836427795959482,0.8462504451675262,1.5582807827357836,2.2115012249717947,0.16598006957965386,0.1634775881256426
59,1170,83,0.0,-0.04257078479641221,0.976302859989199,-0.2291242514549774,-1.49519931157886,-0.9192142010960587,-0.5051628646394632,-0.2291242514549774,0.076400039787566,1.9956085185254842,2.549708242121219,0.5903329662877204,0.2438670437447905
60,1170,83,0.0,0.004461875257770034,1.001349310940621,-0.22634868615507947,-1.4909194211702697,-1.2669317335016113,-0.7434018756707486,-0.22634868615507947,0.7475946461710152,1.6824627444470979,2.3365909542264416,-0.0415258283403607,-0.2931263440726598
61,1170,83,0.0,-0.007036483413889144,0.9726552561756631,0.0492819912844288,-2.8485638472616026,-1.837399904902069,-0.48615310682950114,0.0492819912844288,0.5741450942696401,1.425044881508938,2.1311083354848015,0.11058375115626448,0.112349410500567
62,1170,83,0.0,0.009373703080471007,0.980764310619626,-0.040438541875497905,-2.1868290013363034,-1.108745991541747,-0.48531649717282743,-0.040438541875497905,0.4754732444591179,1.284309334084563,1.8542480890305906,-0.13217132557742214,-0.1090787929054519
63,1170,83,0.0,-0.019445723552891328,0.9898549019954405,-0.1091560821917054,-1.2227473564087814,-0.9637684555712127,-0.4895779358556373,-0.1091560821917054,0.2856912589144929,1.1050922531564646,2.4011718389494634,0.26828996516332054,-0.0809845807401488
64,1170,83,0.0,-0.030427900820421374,0.9457843309183208,-0.1296015883795223,-1.8633334386270834,-1.3643735878907568,-0.6264657601127659,-0.1296015883795223,0.4172710303806315,1.6216920965416324,3.201476231378419,0.4007753787817966,0.0793374662304257
65,1170,83,0.0,-0.021440770764142716,0.9772995356719233,-0.1561740419056232,-1.5597619764575492,-1.1656155435922837,-0.554534801145994,-0.1561740419056232,0.35408019986089845,1.4082203039941301,2.8563755876406813,0.2785470914977409,0.0972474690136667
66,1170,83,0.0,0.014517669590368914,0.9950481612824539,-0.013325296056072,-2.2786597348243194,-1.4169356918005833,-0.6619755642971175,-0.013325296056072,0.6593397029038455,1.6493591221954604,2.159794203272937,-0.18631908830404553,-0.1385845563283186
67,1170,83,0.0,-0.012058943111901114,0.8804609973319321,-0.057293481531844256,-0.05871460098425419,-0.05777051531315383,-0.057537430002455744,-0.057293481531844256,-0.0570395715290498,-0.056142233801533784,-0.055648327947759056,0.16585292002501692,-0.0571809234893684
68,1170,83,0.0,0.011938970013857207,0.9212279380647846,0.056810704811663046,-2.200490330626005,-1.4064210683373193,-0.4932175469759832,0.056810704811663046,0.5729907079967337,1.3360464546232664,1.8561831374842468,-0.17500709240783138,-0.0762207838821816
70,1170,83,0.0,0.016966713357365413,0.9935933080407583,-0.0063912545482866494,-2.1988743771036803,-1.4220522157602717,-0.649778680645709,-0.0063912545482866494,0.6309126179508935,1.6061682194492686,2.2161484397090803,-0.22881287342029258,-0.1823620292358778
71,1170,83,0.0,0.005890777394498129,0.9854999474435854,-0.0443705897850529,-1.7810423701294353,-1.3879890134338329,-0.5236911134944061,-0.0443705897850529,0.3751635725012415,2.0648991532147147,3.6938046613716575,-0.07502536684390042,-0.115742504722997
75,1170,83,0.0,-0.00908623690709515,0.9445957694620971,0.0299309480927111,-3.1196694393141016,-1.5407723333914267,-0.53724910376841,0.0299309480927111,0.6136308072895932,1.363189532137513,2.022484029702837,0.12376876132845457,0.034336230048914
76,1170,83,0.0,0.02073803413014714,0.9890512726503289,0.051231220409151,-2.4080561122120607,-1.5926654149770558,-0.6472002735869011,0.051231220409151,0.6980102244955274,1.5440630374798128,2.1929979715798074,-0.19051722372197397,-0.1553787392295526
77,1170,83,0.0,0.002566046383107565,0.9890309961972996,-0.09826756616075555,-1.919686802141085,-1.3691660910559813,-0.7153788950622015,-0.09826756616075555,0.5148572554480453,2.011392093106978,2.5702685234774645,-0.06923810823696483,-0.0679701107366536
78,1170,83,0.0,0.013327226109646585,0.9943572055673428,0.054684129443231,-1.8297438032768054,-1.551101289761997,-0.6769044534852287,0.054684129443231,0.5363991470757028,1.7024070913599914,2.2343647277299135,-0.15800169446191709,-0.1555187873418476
79,1170,83,0.0,-0.026855962926328875,0.9837621447532718,-0.1596350208452765,-1.8901390157846478,-1.4343385526375196,-0.6077898545404484,-0.1596350208452765,0.38355023541658234,1.9908602461922287,3.0033230073470376,0.32556138090128606,0.2852801393533037
80,1170,83,0.0,0.018263400813392294,0.9785086329772352,0.2079215442052925,-1.9310969523704231,-1.683210658673382,-0.4002511136712588,0.2079215442052925,0.5618414186886368,1.6090577829285757,2.2781290674834693,-0.19804969528308036,0.1469008761909228
81,1170,83,0.0,-0.0005950941757300119,0.9835072402234221,0.09131242294898495,-2.9557915771417727,-2.076567549247409,-0.3414050951139564,0.09131242294898495,0.5295830584036054,1.4070888103488493,2.2813357630802478,-0.005745206757299043,0.0615009895064123
82,1170,83,0.0,0.004999166402084268,1.000796127867835,0.0389376765692018,-2.146939607538724,-1.52636608489659,-0.6338586412888246,0.0389376765692018,0.568894160789678,1.5106709962898155,3.0649615995679014,-0.08739921371403044,0.0113357763493853
83,1170,83,0.0,0.008039613804159108,0.999047407463216,0.0437862427505653,-2.37694834720396,-1.634591680242075,-0.6638623609266174,0.0437862427505653,0.6903051850652595,1.6465671511915951,2.183000306201214,-0.11332949579357207,-0.1615317944605846
84,1170,83,0.0,-5.993391618794844e-05,1.006186930890086,-0.0029674786422147,-2.4106079818937483,-1.551034078705024,-0.6579187325149466,-0.0029674786422147,0.6321367675373954,1.684028175272381,2.3985204522244508,-0.009184613582228426,0.0367265367440068
86,1170,83,0.0,-0.00543310651287477,1.0071484722360295,0.0553288157679836,-2.903340700159109,-1.7193349538762834,-0.668200365854186,0.0553288157679836,0.7089258088318842,1.4728004838530613,1.9811537006805329,0.07658716409710196,0.1844343946448001
87,1170,83,0.0,0.007413635676250923,0.910371115742947,0.3785300589878589,-1.9436191451990081,-1.375964230734535,-0.49852847113567905,0.3785300589878589,0.5520556176359536,0.6803136392454192,0.7633041238162476,-0.1045054667617449,0.3709854694814207
88,1170,83,0.0,-0.006975603601726325,1.0003185400995709,0.0311100448235318,-2.7621060478039676,-1.8089309645767528,-0.5977979866346055,0.0311100448235318,0.6340020432804768,1.492962248434691,2.217183695245802,0.09833079775920706,-0.0280790753546887
89,1170,83,0.0,-0.00998486037194734,0.8106939933320959,0.012638309375173,-0.7169421983547898,-0.608305356705361,-0.3269606666049254,0.012638309375173,0.19985312946676592,0.4654369440153046,0.8808796912976253,0.10158239706004428,-0.0848875503934705
90,1170,83,0.0,0.0112867208360612,0.9959177149381621,0.00195802103176035,-2.2898252870023583,-1.5393064201945732,-0.6311815408708533,0.00195802103176035,0.618804972329462,1.5923090893917295,2.5116035236504235,-0.15490007986264026,-0.1152094003781243
91,1170,83,0.0,-0.005281938497222076,1.0116478528877617,-0.0209631199010839,-2.7787431948197825,-1.7348501833885643,-0.5277045593608151,-0.0209631199010839,0.5396989964036658,1.6802201191988262,2.5035973238385196,0.07668116136219738,0.1055105095573893
92,1170,83,0.0,0.004859977375716299,1.0098159431012923,-0.0385134995167673,-2.303815587775248,-1.3505823275759627,-0.4962119279095099,-0.0385134995167673,0.44206985029561224,1.4261214713400088,3.2852924874713243,-0.07086487437504958,-0.160566413754832
95,1170,83,0.0,-0.020626698411133744,0.990730743215926,-0.5580014712997856,-2.440125352873116,-1.499063412086451,-0.5580014712997856,-0.5580014712997856,0.3830604694868797,1.324122410273545,2.26518435106021,0.29235570410985173,0.3830604694868797
96,1170,83,0.0,0.002882338825076703,1.0087889709551607,-0.0622562136673373,-2.3094638312937743,-1.3921956922621384,-0.4788735077526916,-0.0622562136673373,0.4630096573814845,1.409679202431528,2.82130173733702,-0.03711005344414833,-0.0424814985219699
98,1170,83,0.0,0.008799111730115442,1.0126714626120976,0.0526956617591707,-2.4567811156047052,-1.3466960567937165,-0.4413921666718743,0.0526956617591707,0.49192994181610844,1.4555896576078258,2.573106038574855,-0.12995761429863908,-0.0168860063686609
100,1170,83,0.0,-0.02481067996746932,0.9774796295177418,0.048074981970692,-2.4634515180051824,-1.347217518015905,-0.5100420180239468,0.048074981970692,0.3271334819680114,1.443367481957289,2.2805429819492478,0.3540306867870301,0.048074981970692
101,1170,83,0.0,0.010395874732902762,1.0168908291569376,0.0416719148099151,-2.6027289165175844,-1.2805285008538343,-0.3990615570780014,0.0416719148099151,0.4824053866978318,1.3638723304736649,2.6860727461374143,-0.1494895910691812,0.0416719148099151
102,1170,83,0.0,0.013502952469843354,0.9785681812343124,-0.0310065500261438,-2.1208502846646686,-1.416084414109907,-0.5713505846996925,-0.0310065500261438,0.5370165777375867,1.6828508024157782,2.6926803934520076,-0.1966074659755045,-0.3005768479479141
103,1170,83,0.0,-0.0512052619209145,0.9690765412077489,-0.1376096352374962,-1.812685262786136,-1.3798593199925044,-0.6606621340817238,-0.1376096352374962,0.4508244259622606,1.5623109860062447,2.342313024907689,0.7032917842146326,0.6469691130288461
104,1170,83,0.0,0.011306603251262917,0.9087979780168984,0.0167322120439882,-2.0534653198600106,-1.2483885018973444,-0.4433116839346782,0.0167322120439882,0.4767761080226547,1.281852925985321,2.007572171891661,-0.16479113245361804,0.2467541600333214
106,1170,83,0.0,0.005892682911716199,0.9909747955411519,-0.108003579038702,-2.1820611094663223,-1.2200084288211792,-0.4786718622995278,-0.108003579038702,0.3637560542023488,1.947520537225877,3.531285020249405,-0.09135801538733967,-0.1753978123588522
107,1170,83,0.0,0.013994495828077859,0.9915400632844724,0.0069638276876572,-2.6707767402038907,-1.5371749312562404,-0.5297281759414773,0.0069638276876572,0.5803189739714357,1.5135933714541103,2.8356324526796586,-0.19624308457539452,0.0069638276876572
108,1170,83,0.0,0.005419432117182288,0.995402212910292,0.037779694567351155,-2.2366028640943383,-1.5290767694460499,-0.6186806354193709,0.037779694567351155,0.5630640434957185,1.5489153878656983,2.969353918331389,-0.0794660938122402,-0.1305434669677057
113,1170,83,0.0,0.0020180958976667666,1.0020775111076208,0.0690012827175097,-2.326013988262791,-1.525282747384733,-0.5653735146006642,0.0690012827175097,0.5865175647402258,1.576893481869185,2.297660110137917,-0.02844785783437941,0.15247165078569
115,1170,83,0.0,0.011735929896151858,0.9997018279172373,0.08786912395216485,-2.829272674107992,-1.7690417062083494,-0.549223896286792,0.08786912395216485,0.6165820528696703,1.4952358661125402,2.3187057146560277,-0.16543419251204122,-0.0070384258648829
116,1170,83,0.0,0.0011548117443259062,1.008434118057012,0.3540431169120043,-2.8628258374565996,-2.391700971899727,0.2409649253098637,0.3540431169120043,0.3951624593127744,0.456841472913941,0.4876809797145185,-0.016278671576904446,0.3437632813118004
118,1170,83,0.0,0.001967239624279258,1.0040257604420728,0.0623061458984972,-2.382718785042967,-1.5624638217087383,-0.5215955612103487,0.0623061458984972,0.6208208222634968,1.4782677856374664,1.97902696706017,-0.061570329417940425,-0.0646290078208189
119,1170,83,0.0,0.0009339575920621749,1.0168280207617688,-0.1681543461230453,-1.3467562588413138,-1.0287869639224878,-0.6275857870339796,-0.1681543461230453,0.8148152483840753,1.071242099125071,1.167402168152943,-0.01316542629766643,-0.0719942770951733
120,1170,83,0.0,0.004055281517614007,0.9978980804108833,0.0157404625076391,-2.4822323307436687,-1.4056286182663384,-0.5044805417536526,0.0157404625076391,0.4854064530164059,1.2443660751631591,2.174538677218466,-0.05716481175433109,-0.0655440694081921
122,1170,83,0.0,0.026843353365925457,1.0091779624940465,-0.0208077164944322,-1.74902987589769,-1.2582590960158673,-0.7486551259354196,-0.0208077164944322,0.56302117966295,2.3014908102036946,2.723675542720994,-0.3764760504581225,-0.5171176699640857
123,1170,83,0.0,-0.01586253764298236,0.9981438858980739,-0.0068052528056853,-2.550409032196888,-1.480290425516014,-0.6514550158664562,-0.0068052528056853,0.6378445102550854,1.5173309727165554,2.324064104775447,0.21066695641963235,0.0852875704887081
124,1170,83,0.0,-0.024386598271365457,0.9942262361276972,-0.2236608866797079,-2.401835197664001,-1.6176924457096569,-0.6592957488765573,-0.2236608866797079,0.6476088377140061,1.6931325069864755,2.39014828650145,0.3274434570633101,0.2991009479565267
125,1170,83,0.0,0.027496032857101945,1.0078655015361846,-0.12849043071005684,-1.6018272529288826,-1.094704805000259,-0.7566231730478433,-0.12849043071005684,0.5883770614689816,2.0616767736506234,2.9872913896725644,-0.37788631848539306,-0.540050795708347
126,1170,83,0.0,-0.010314295386232483,1.0065932163348061,-0.0639999994404245,-1.446503796642459,-1.289846142568574,-0.7297950292544348,-0.0639999994404245,0.4490538176515491,1.663150636724155,4.450442782420212,0.12370606920593522,0.0417439170594482
128,1170,83,0.0,-0.013164054281732515,1.0163791709907037,0.011873953302149,-1.5334740660057755,-1.1130485019293548,-0.4388525523293294,0.011873953302149,0.439874752767332,1.2996639693920848,2.515489249288759,0.1521983437867886,0.2164053087987853
129,1170,83,0.0,-0.030547655679397344,1.0090057739763882,0.3447014723017579,-2.586191061861077,-2.251188763486736,-0.3118328236715443,0.3447014723017579,0.499160921192766,1.117080354943316,1.811658045833748,0.42531475532099694,0.460546058970014
130,1170,83,0.0,-0.025188567071226152,1.0092160417951275,0.15313338695566975,-2.4973667210408705,-1.9985771671015056,-0.7349273730285406,0.15313338695566975,0.8366322623022535,1.3124596684757361,1.601224224554364,0.3358811651012257,0.375682084102417
131,1170,83,0.0,-0.006572168978663907,1.0013326591157363,-0.0476274015494089,-1.5725091227223775,-1.3786313038875049,-0.6575800900186157,-0.0476274015494089,0.5187572377433844,1.3901182212707328,2.2614792047981296,0.09777440112352001,0.039508696803321
132,1170,83,0.0,-0.0032810726303815784,0.9880660017498545,-0.153901283072972,-2.217534317162704,-1.3640679854169997,-0.7701898814889107,-0.153901283072972,0.727578166782557,1.8238248554800016,2.015453258763211,0.04142552681563266,0.1206272744032266
133,1170,83,0.0,-0.017510520973872158,1.0024299368524585,-0.015157755383009,-2.640431060127601,-1.726338174308084,-0.6173214741102567,-0.015157755383009,0.6751372424028685,1.5574027211787602,2.1469719020373548,0.24239293400394352,0.1222732321194762
134,1170,83,0.0,0.008451850088150857,1.0013049359551152,-0.1187760578538048,-1.760430328485589,-1.3356458084863374,-0.6768631043325172,-0.1187760578538048,0.4979826934217566,1.815215835326057,2.29883216776729,-0.11805361332990817,-0.2523540383463959
137,1170,83,0.0,-0.012401486405692901,1.0031343191744675,-0.089966850240949,-1.819637538692171,-1.4913382471063488,-0.8130379042058512,-0.089966850240949,0.7303481137778215,1.7192512822563184,2.248027078311604,0.17975941878354607,0.3086368998808477
139,1170,83,0.0,0.005863986374625377,0.9978307378112005,-0.3087847309340913,-1.1035705722261646,-0.960805212461385,-0.668995606001677,-0.3087847309340913,0.3048901653853565,2.0166594174947488,3.819292075493414,-0.07069636621557004,-0.3634064059942239
144,1170,83,0.0,0.014840782575800338,1.005609855818906,-0.1887478866870145,-1.1609540771830915,-0.9821863402837192,-0.593115105142267,-0.1887478866870145,0.23229846250934977,1.8853223613736088,3.8691300355601324,-0.2007756818203348,-0.3701842845049647
154,1170,83,0.0,-0.0050181095578177145,0.9792063096603101,-0.05232965798770555,-2.0244230823931706,-1.641009610444935,-0.6799280456862251,-0.05232965798770555,0.6110999720670125,1.7394758029357573,2.3252389725085294,0.07861398201630822,0.0059902000746416
156,1170,83,0.0,-0.0016312301860808233,1.02879045999063,-0.1207113498863735,-0.48461843875941857,-0.4109285150763886,-0.2592240878179717,-0.1207113498863735,0.0857672656638347,0.4994701139870715,0.9813453185444638,0.022994449611020425,-0.1184171430469268
159,1170,83,0.0,-0.02581739516329539,0.9352363296266075,-0.264076156007183,-0.779586747670398,-0.6915848871003154,-0.4859477759415935,-0.264076156007183,0.07441335196592372,1.413219175667706,5.038525684355017,0.36550757457101807,-0.1948089185642451
