time_index,PCA_SPE,PCA_SPE_CL,PCA_SPE_UCL,PCA_SPE_beyond_UCL
128,1.3096323621833204e-32,7.608351548124506e-32,1.2865169065369289e-30,0
129,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
130,2.164745257491253e-31,7.608351548124506e-32,1.2865169065369289e-30,0
131,4.930380657631324e-32,7.608351548124506e-32,1.2865169065369289e-30,0
132,1.3096323621833204e-32,7.608351548124506e-32,1.2865169065369289e-30,0
133,4.2851941262616e-33,7.608351548124506e-32,1.2865169065369289e-30,0
134,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
135,5.238529448733282e-32,7.608351548124506e-32,1.2865169065369289e-30,0
136,6.162975822039155e-33,7.608351548124506e-32,1.2865169065369289e-30,0
137,2.066522830327504e-31,7.608351548124506e-32,1.2865169065369289e-30,0
138,2.465190328815662e-31,7.608351548124506e-32,1.2865169065369289e-30,0
139,1.2518544638517033e-32,7.608351548124506e-32,1.2865169065369289e-30,0
140,1.3096323621833204e-32,7.608351548124506e-32,1.2865169065369289e-30,0
141,4.0059342843254506e-32,7.608351548124506e-32,1.2865169065369289e-30,0
142,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
143,3.274080905458301e-33,7.608351548124506e-32,1.2865169065369289e-30,0
144,9.860761315262648e-32,7.608351548124506e-32,1.2865169065369289e-30,0
145,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
146,4.930380657631324e-32,7.608351548124506e-32,1.2865169065369289e-30,0
147,9.62964972193618e-34,7.608351548124506e-32,1.2865169065369289e-30,0
148,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
149,6.162975822039155e-33,7.608351548124506e-32,1.2865169065369289e-30,0
150,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
151,2.465190328815662e-31,7.608351548124506e-32,1.2865169065369289e-30,0
152,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
153,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
154,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
155,1.2434285203450091e-32,7.608351548124506e-32,1.2865169065369289e-30,0
156,7.703719777548943e-32,7.608351548124506e-32,1.2865169065369289e-30,0
157,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
158,2.0029671421627253e-31,7.608351548124506e-32,1.2865169065369289e-30,0
159,6.162975822039155e-32,7.608351548124506e-32,1.2865169065369289e-30,0
160,1.3782436164521157e-32,7.608351548124506e-32,1.2865169065369289e-30,0
161,2.0029671421627253e-31,7.608351548124506e-32,1.2865169065369289e-30,0
162,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
163,1.925929944387236e-34,7.608351548124506e-32,1.2865169065369289e-30,0
164,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
165,3.009265538105056e-32,7.608351548124506e-32,1.2865169065369289e-30,0
166,1.3003036390151947e-32,7.608351548124506e-32,1.2865169065369289e-30,0
167,1.9259299443872359e-32,7.608351548124506e-32,1.2865169065369289e-30,0
168,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
169,2.011152344426371e-31,7.608351548124506e-32,1.2865169065369289e-30,0
170,6.162975822039155e-33,7.608351548124506e-32,1.2865169065369289e-30,0
171,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
172,1.3096323621833204e-32,7.608351548124506e-32,1.2865169065369289e-30,0
173,6.162975822039155e-32,7.608351548124506e-32,1.2865169065369289e-30,0
174,2.0029671421627253e-31,7.608351548124506e-32,1.2865169065369289e-30,0
175,1.3096323621833204e-32,7.608351548124506e-32,1.2865169065369289e-30,0
176,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
177,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
178,5.050751279155526e-32,7.608351548124506e-32,1.2865169065369289e-30,0
179,8.185202263645752e-34,7.608351548124506e-32,1.2865169065369289e-30,0
180,2.0954117794933126e-31,7.608351548124506e-32,1.2865169065369289e-30,0
181,3.129636159629258e-33,7.608351548124506e-32,1.2865169065369289e-30,0
182,1.3096323621833204e-32,7.608351548124506e-32,1.2865169065369289e-30,0
183,6.162975822039155e-32,7.608351548124506e-32,1.2865169065369289e-30,0
184,1.98190228339599e-31,7.608351548124506e-32,1.2865169065369289e-30,0
185,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
186,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
187,6.162975822039155e-32,7.608351548124506e-32,1.2865169065369289e-30,0
188,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
189,5.238529448733282e-32,7.608351548124506e-32,1.2865169065369289e-30,0
190,2.1303267828991765e-31,7.608351548124506e-32,1.2865169065369289e-30,0
191,2.04148574105047e-31,7.608351548124506e-32,1.2865169065369289e-30,0
192,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
193,3.851859888774472e-33,7.608351548124506e-32,1.2865169065369289e-30,0
194,7.703719777548943e-32,7.608351548124506e-32,1.2865169065369289e-30,0
195,5.238529448733282e-32,7.608351548124506e-32,1.2865169065369289e-30,0
196,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
197,1.9560225997682864e-34,7.608351548124506e-32,1.2865169065369289e-30,0
198,9.860761315262648e-32,7.608351548124506e-32,1.2865169065369289e-30,0
199,1.3096323621833204e-32,7.608351548124506e-32,1.2865169065369289e-30,0
200,7.703719777548943e-32,7.608351548124506e-32,1.2865169065369289e-30,0
201,2.2494861750442915e-31,7.608351548124506e-32,1.2865169065369289e-30,0
202,7.703719777548943e-34,7.608351548124506e-32,1.2865169065369289e-30,0
203,3.944304526105059e-31,7.608351548124506e-32,1.2865169065369289e-30,0
204,6.162975822039155e-32,7.608351548124506e-32,1.2865169065369289e-30,0
205,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
206,9.860761315262648e-32,7.608351548124506e-32,1.2865169065369289e-30,0
207,5.238529448733282e-32,7.608351548124506e-32,1.2865169065369289e-30,0
208,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
209,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
210,6.162975822039155e-33,7.608351548124506e-32,1.2865169065369289e-30,0
211,4.930380657631324e-32,7.608351548124506e-32,1.2865169065369289e-30,0
212,2.0954117794933126e-31,7.608351548124506e-32,1.2865169065369289e-30,0
213,6.162975822039155e-32,7.608351548124506e-32,1.2865169065369289e-30,0
214,5.278251753836268e-32,7.608351548124506e-32,1.2865169065369289e-30,0
215,6.162975822039155e-32,7.608351548124506e-32,1.2865169065369289e-30,0
216,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
217,9.860761315262648e-32,7.608351548124506e-32,1.2865169065369289e-30,0
218,4.81482486096809e-35,7.608351548124506e-32,1.2865169065369289e-30,0
219,1.3096323621833204e-32,7.608351548124506e-32,1.2865169065369289e-30,0
220,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
221,1.9721522630525295e-31,7.608351548124506e-32,1.2865169065369289e-30,0
222,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
223,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
224,4.930380657631324e-32,7.608351548124506e-32,1.2865169065369289e-30,0
225,3.851859888774472e-33,7.608351548124506e-32,1.2865169065369289e-30,0
226,6.162975822039155e-32,7.608351548124506e-32,1.2865169065369289e-30,0
227,4.930380657631324e-32,7.608351548124506e-32,1.2865169065369289e-30,0
228,2.465190328815662e-31,7.608351548124506e-32,1.2865169065369289e-30,0
229,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
230,3.0814879110195774e-33,7.608351548124506e-32,1.2865169065369289e-30,0
231,1.4519706221356895e-32,7.608351548124506e-32,1.2865169065369289e-30,0
232,1.3096323621833204e-32,7.608351548124506e-32,1.2865169065369289e-30,0
233,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
234,1.2518544638517033e-32,7.608351548124506e-32,1.2865169065369289e-30,0
235,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
236,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
237,6.162975822039155e-33,7.608351548124506e-32,1.2865169065369289e-30,0
238,3.851859888774472e-33,7.608351548124506e-32,1.2865169065369289e-30,0
239,5.440752092893941e-33,7.608351548124506e-32,1.2865169065369289e-30,0
240,3.851859888774472e-33,7.608351548124506e-32,1.2865169065369289e-30,0
241,6.162975822039155e-32,7.608351548124506e-32,1.2865169065369289e-30,0
242,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
243,9.860761315262648e-32,7.608351548124506e-32,1.2865169065369289e-30,0
244,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
245,5.238529448733282e-32,7.608351548124506e-32,1.2865169065369289e-30,0
246,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
247,5.238529448733282e-32,7.608351548124506e-32,1.2865169065369289e-30,0
248,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
249,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
250,5.103714352626175e-32,7.608351548124506e-32,1.2865169065369289e-30,0
251,1.5407439555097887e-33,7.608351548124506e-32,1.2865169065369289e-30,0
252,3.851859888774472e-34,7.608351548124506e-32,1.2865169065369289e-30,0
253,2.465190328815662e-31,7.608351548124506e-32,1.2865169065369289e-30,0
254,6.162975822039155e-32,7.608351548124506e-32,1.2865169065369289e-30,0
255,4.949639957075196e-32,7.608351548124506e-32,1.2865169065369289e-30,0
256,1.3096323621833204e-32,7.608351548124506e-32,1.2865169065369289e-30,0
257,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
258,8.185202263645752e-34,7.608351548124506e-32,1.2865169065369289e-30,0
259,7.703719777548943e-32,7.608351548124506e-32,1.2865169065369289e-30,0
260,1.9259299443872359e-32,7.608351548124506e-32,1.2865169065369289e-30,0
261,6.162975822039155e-32,7.608351548124506e-32,1.2865169065369289e-30,0
262,4.930380657631324e-32,7.608351548124506e-32,1.2865169065369289e-30,0
263,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
264,2.0954117794933126e-31,7.608351548124506e-32,1.2865169065369289e-30,0
265,9.860761315262648e-32,7.608351548124506e-32,1.2865169065369289e-30,0
266,7.703719777548943e-34,7.608351548124506e-32,1.2865169065369289e-30,0
267,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
268,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
269,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
270,1.2518544638517033e-32,7.608351548124506e-32,1.2865169065369289e-30,0
271,1.237409989268799e-32,7.608351548124506e-32,1.2865169065369289e-30,0
272,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
273,5.238529448733282e-32,7.608351548124506e-32,1.2865169065369289e-30,0
274,2.0954117794933126e-31,7.608351548124506e-32,1.2865169065369289e-30,0
275,3.0814879110195774e-33,7.608351548124506e-32,1.2865169065369289e-30,0
276,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
277,1.9721522630525295e-31,7.608351548124506e-32,1.2865169065369289e-30,0
278,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
279,5.238529448733282e-32,7.608351548124506e-32,1.2865169065369289e-30,0
280,2.2494861750442915e-31,7.608351548124506e-32,1.2865169065369289e-30,0
281,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
282,3.129636159629258e-33,7.608351548124506e-32,1.2865169065369289e-30,0
283,6.162975822039155e-32,7.608351548124506e-32,1.2865169065369289e-30,0
284,2.465190328815662e-31,7.608351548124506e-32,1.2865169065369289e-30,0
285,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
286,1.3003036390151947e-32,7.608351548124506e-32,1.2865169065369289e-30,0
287,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
288,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
289,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
290,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
291,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
292,5.238529448733282e-32,7.608351548124506e-32,1.2865169065369289e-30,0
293,9.860761315262648e-32,7.608351548124506e-32,1.2865169065369289e-30,0
294,6.162975822039155e-33,7.608351548124506e-32,1.2865169065369289e-30,0
295,4.930380657631324e-32,7.608351548124506e-32,1.2865169065369289e-30,0
296,9.860761315262648e-32,7.608351548124506e-32,1.2865169065369289e-30,0
297,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
298,9.860761315262648e-32,7.608351548124506e-32,1.2865169065369289e-30,0
299,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
300,1.3096323621833204e-32,7.608351548124506e-32,1.2865169065369289e-30,0
301,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
302,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
303,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
304,6.162975822039155e-32,7.608351548124506e-32,1.2865169065369289e-30,0
305,1.5407439555097887e-32,7.608351548124506e-32,1.2865169065369289e-30,0
306,5.238529448733282e-32,7.608351548124506e-32,1.2865169065369289e-30,0
307,1.9721522630525295e-31,7.608351548124506e-32,1.2865169065369289e-30,0
308,2.465190328815662e-31,7.608351548124506e-32,1.2865169065369289e-30,0
309,3.0814879110195774e-33,7.608351548124506e-32,1.2865169065369289e-30,0
310,2.2494861750442915e-31,7.608351548124506e-32,1.2865169065369289e-30,0
311,2.465190328815662e-32,7.608351548124506e-32,1.2865169065369289e-30,0
312,1.232595164407831e-32,7.608351548124506e-32,1.2865169065369289e-30,0
313,9.860761315262648e-32,7.608351548124506e-32,1.2865169065369289e-30,0
