,count,mean,std,min,25%,50%,75%,max
59,1560.0,2.9602414743589747,9.532219593731654,-28.9882,-1.871575,0.9472499999999999,4.385225,168.1455
60,1561.0,355.15909404228057,6.027888753453348,324.7145,350.5964,353.7991,359.6736,373.8664
61,1561.0,10.423142921204356,0.27487688237514923,9.4611,10.283,10.4367,10.5916,11.7849
62,1561.0,116.50232882767459,8.629021528561994,81.49,112.0227,116.2118,120.9273,287.1509
63,1560.0,13.989926987179485,7.119863108210895,1.6591,10.3643,13.24605,16.3761,188.0923
64,1560.0,20.54210903846154,4.977467453454667,6.4482,17.364800000000002,20.021349999999998,22.813625,48.9882
65,1560.0,27.131815576923074,7.121703093956383,4.308,23.056425,26.26145,29.91495,118.0836
66,1561.0,706.668522869955,11.623078342670448,632.4226,698.7702,706.4536,714.597,770.6084
67,1561.0,16.71544356181935,307.5022930665586,0.4137,0.8907,0.9783,1.065,7272.8283
68,1561.0,147.43757764253684,4.240095182952078,87.0255,145.2373,147.5973,149.9591,167.8309
69,1561.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
70,1561.0,619.1016865470853,9.539190367164208,581.7773,612.7745,619.0327,625.17,722.6018
71,1561.0,104.32903344010249,31.651898740791477,21.4332,87.4842,102.6043,115.4989,238.4775
72,773.0,150.36155213454074,18.388481151665765,-59.4777,145.3053,152.2972,158.4378,175.4132
73,773.0,468.0204040103493,17.62988564018737,456.0447,464.4581,466.0817,467.8899,692.4256
74,1561.0,0.002687700192184497,0.10618967066673689,0.0,0.0,0.0,0.0,4.1955
75,1543.0,-0.006903046014257938,0.022292167022524706,-0.1049,-0.019549999999999998,-0.0063,0.0071,0.2315
76,1543.0,-0.02939047310434219,0.03320327939551294,-0.1862,-0.0519,-0.0289,-0.0065,0.0723
77,1543.0,-0.007041412832145171,0.03136823307920039,-0.1046,-0.0295,-0.0099,0.00925,0.1331
78,1543.0,-0.013642579390797148,0.04787230157881146,-0.3482,-0.0476,-0.0125,0.0122,0.2492
79,1543.0,0.003458327932598832,0.023079647668497637,-0.0568,-0.0108,0.0006,0.0132,0.1013
80,1543.0,-0.018530784186649385,0.04922601878995139,-0.1437,-0.0445,-0.0087,0.0091,0.1186
81,1543.0,-0.021153337653920933,0.017021124441250673,-0.0982,-0.0272,-0.0196,-0.012,0.0584
82,1543.0,0.006054893065456903,0.03607430939085071,-0.2129,-0.018,0.0076,0.0269,0.1437
83,1566.0,7.452066602809706,0.5162513849989246,5.8257,7.104225,7.4674499999999995,7.807625,8.9904
84,1555.0,0.13310790996784566,0.005051301341521237,0.1174,0.1298,0.133,0.1363,0.1505
85,226.0,0.11278318584070797,0.0029283261097954446,0.1053,0.110725,0.11355000000000001,0.1149,0.1184
86,1567.0,2.4018715379706443,0.03733186120689418,2.2425,2.37685,2.4039,2.4286,2.5555
87,1567.0,0.982420293554563,0.012847842091247771,0.7749,0.9758,0.9874,0.9897,0.9935
88,1567.0,1807.8150211231653,53.53726220241346,1627.4714,1777.4703,1809.2492,1841.873,2105.1823
89,1516.0,0.18870323218997362,0.05237286447618119,0.1113,0.169375,0.1901,0.200425,1.4727
90,1516.0,8827.536865303431,396.3136618600386,7397.31,8564.689975,8825.435099999999,9065.432400000002,10746.6
91,1561.0,0.002439846252402307,0.08768295437644351,-0.357,-0.0429,0.0,0.0507,0.3627
92,1565.0,0.0005069009584664538,0.003231024228277144,-0.0126,-0.0012,0.0004,0.002,0.0281
93,1565.0,-0.000540511182108626,0.003009833796536164,-0.0171,-0.0016,-0.0002,0.001,0.0133
94,1561.0,-2.9147982062780273e-05,0.0001741347967703349,-0.002,-0.0001,0.0,0.0001,0.0011
95,1561.0,6.0025624599615635e-05,0.00010440797375672332,-0.0009,0.0,0.0,0.0001,0.0009
96,1561.0,0.017126649583600256,0.2195781445084066,-1.4803,-0.0886,0.0039,0.122,2.5093
97,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,1561.0,-0.018142664958360026,0.42710978584634884,-5.2717,-0.2188,0.0,0.1893,2.5698
99,1561.0,0.001540102498398463,0.062740393429447,-0.5283,-0.0298,0.0,0.0298,0.8854
100,1561.0,-2.1268417680973738e-05,0.0003555366912193449,-0.003,-0.0002,0.0,0.0002,0.0023
101,1561.0,-7.23894939141576e-06,0.00022076237351255197,-0.0024,-0.0001,0.0,0.0001,0.0017
102,1561.0,0.001114606021780909,0.06296766399989996,-0.5353,-0.0357,0.0,0.0336,0.2979
103,1565.0,-0.009789073482428114,0.0030645488768766076,-0.0329,-0.0118,-0.0101,-0.0082,0.0203
104,1565.0,-1.4632587859424918e-05,0.000850708638613734,-0.0119,-0.0004,0.0,0.0004,0.0071
105,1561.0,-0.0004978859705317105,0.0032023291827482773,-0.0281,-0.0019,-0.0002,0.0011,0.0127
106,1561.0,0.0005395259449071107,0.0029879127490006346,-0.0133,-0.001,0.0002,0.0016,0.0172
107,1561.0,-0.00176591928251121,0.08747477543703755,-0.5226,-0.0486,0.0,0.049,0.4856
108,1561.0,-0.010788597053171044,0.08675776525146273,-0.3454,-0.0649,-0.0112,0.038,0.3938
109,549.0,0.9799925318761384,0.008694888944683949,0.7848,0.9788,0.981,0.9823,0.9842
110,549.0,101.31825282331512,1.8800873187169334,88.1938,100.389,101.4817,102.0781,106.9227
111,549.0,231.81889763205828,2.105317916257847,213.0083,230.3738,231.2012,233.0361,236.9546
112,852.0,0.457537676056338,0.04893948036768213,0.0,0.4593,0.46285,0.466425,0.4885
113,1567.0,0.9454241863433311,0.01213287211602843,0.8534,0.9386,0.9464,0.9523,0.9763
114,1567.0,0.00012252712188895982,0.0016680941765185792,0.0,0.0,0.0,0.0,0.0414
115,1567.0,747.3837915762605,48.94924986407113,544.0254,721.023,750.8614,776.7818500000001,924.5318
116,1567.0,0.9871299298021697,0.0094965042399418,0.89,0.9895,0.9905,0.9909,0.9924
117,1567.0,58.62590791320995,6.48517445373113,52.8068,57.9783,58.5491,59.1339,311.7344
118,1543.0,0.5984116655865198,0.008101517448429837,0.5274,0.5941,0.599,0.6034,0.6245
119,1567.0,0.9707770899808551,0.00894856194452718,0.8411,0.9648,0.9694,0.9783,0.9827
120,1567.0,6.310863050414805,0.12430439087350695,5.1259,6.2464,6.3136,6.37585,7.522
121,1558.0,15.796424903722723,0.0996177237680075,15.46,15.73,15.79,15.86,16.07
122,1558.0,3.898389602053916,0.9041204721731875,1.671,3.202,3.877,4.392,6.888999999999999
123,1558.0,15.829659820282414,0.10831493753624595,15.17,15.7625,15.83,15.9,16.1
124,1558.0,15.794704749679074,0.11414369186392438,15.43,15.7225,15.78,15.87,16.1
125,1558.0,1.1849557124518615,0.2805546877108019,0.3122,0.9744,1.144,1.338,2.465
126,1558.0,2.7507284980744546,0.25347081523856796,2.34,2.572,2.735,2.873,3.991
127,1558.0,0.6484775994865212,0.1354088654417417,0.3161,0.5489,0.6539,0.7135,1.175
128,1558.0,3.1921822849807446,0.26417454262867024,0.0,3.074,3.195,3.3110000000000004,3.895
129,1558.0,-0.5542283055198973,1.2204787495960854,-3.779,-0.8988,-0.1419,0.0473,2.458
130,1558.0,0.7449764441591785,0.08253126367202693,0.4199,0.6887,0.75875,0.8145,0.8884
131,1558.0,0.9978083440308086,0.002250576394821345,0.9936,0.9964,0.99775,0.9989,1.019
132,1559.0,2.3185446440025657,0.05318080353310863,2.1911,2.2773,2.3124,2.3583,2.4723
133,1559.0,1004.0430934573446,6.537701154618075,980.451,999.9961,1004.05,1008.6706,1020.9944
134,1559.0,39.391978511866576,2.9904760832493906,33.3658,37.34725,38.9026,40.8046,64.1287
135,1562.0,117.96094750320103,57.54462723964513,58.0,92.0,109.0,127.0,994.0
136,1561.0,138.1947469570788,53.909791680681884,36.1,90.0,134.6,181.0,295.8
137,1560.0,122.69294871794872,52.2530147577518,19.2,81.3,117.7,161.6,334.7
138,1553.0,57.60302459755312,12.345358058102567,19.8,50.9001,55.9001,62.9001,141.7998
139,1553.0,416.76696374758535,263.30061396866864,0.0,243.786,339.561,502.2059,1770.6909
140,1553.0,26.077903927881515,506.92210649829843,0.0319,0.1317,0.2358,0.4391,9998.8944
141,1553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,1553.0,6.641564713457824,3.5522542299963913,1.74,5.11,6.26,7.5,103.39
143,1558.0,0.004169448010269576,0.001281809325877089,0.0,0.0033,0.0039,0.0049,0.0121
144,1565.0,0.12000811501597444,0.061342785491063416,0.0324,0.0839,0.1075,0.1327,0.6253
145,1565.0,0.06362140575079872,0.026540583373346135,0.0214,0.048,0.0586,0.0718,0.2507
146,1565.0,0.05501003194888179,0.021844487744507778,0.0227,0.0423,0.05,0.0615,0.2479
147,1565.0,0.01741099041533546,0.027122909963026458,0.0043,0.01,0.0159,0.0213,0.9783
148,1565.0,8.471307923322684,18.740631069364888,1.4208,6.3599,7.9173,9.5853,742.9421
149,1564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,1564.0,6.8142679028133,3.241842630695339,1.337,4.45925,5.951,8.275,22.318
151,1564.0,14.047402813299232,31.002541178451466,2.02,8.08975,10.993500000000001,14.347249999999999,536.564
152,1564.0,1.1967331841432223,23.364062814247543,0.1544,0.37375,0.4687,0.6799249999999999,924.378
153,1564.0,0.011926470588235294,0.009345677016570107,0.0036,0.007275,0.0111,0.0149,0.2389
154,1564.0,7.697970907928389,5.239218953897178,1.2438,5.92695,7.5127,9.054675,191.5478
155,1557.0,0.5071714836223506,1.1224267752591635,0.14,0.24,0.32,0.45,12.71
156,1567.0,0.058088576898532224,0.0791744877182338,0.0111,0.036250000000000004,0.0487,0.0667,2.2016
157,138.0,0.04710434782608695,0.03953765066837538,0.0118,0.027049999999999998,0.03545,0.048875,0.2876
158,138.0,1039.6507376811596,406.84881031719414,234.0996,721.67505,1020.30005,1277.750125,2505.2998
159,1565.0,882.6805111821086,983.0430214415103,0.0,411.0,623.0,966.0,7791.0
160,1565.0,555.3463258785943,574.8085883403089,0.0,295.0,438.0,625.0,4170.0
161,1565.0,4066.850479233227,4239.24505784859,0.0,1321.0,2614.0,5034.0,37943.0
162,1565.0,4797.15463258786,6553.569317232143,0.0,451.0,1784.0,6384.0,36871.0
163,1565.0,0.14020447284345047,0.12198898992468676,0.0,0.091,0.12,0.154,0.957
164,1565.0,0.12794249201277952,0.2425336331045254,0.0,0.068,0.089,0.1159999999999999,1.817
165,1565.0,0.2520255591054313,0.4073293242260462,0.0,0.132,0.184,0.255,3.286
166,1565.0,2.7888817891373803,1.119755905743267,0.8,2.1,2.6,3.2,21.1
167,1565.0,1.2357827476038339,0.6327669145242083,0.3,0.9,1.2,1.5,16.3
168,1565.0,0.12439680511182108,0.04763862920302921,0.033,0.09,0.119,0.151,0.725
169,1565.0,0.40045367412140576,0.19791761488934503,0.046,0.23,0.412,0.536,1.143
170,1566.0,0.6843303320561941,0.15746797134498902,0.2979,0.5756,0.6859999999999999,0.7973,1.153
171,1566.0,0.12006411238825032,0.06078486855133188,0.0089,0.0798,0.1125,0.1403,0.494
172,1566.0,0.3201125159642401,0.07124300579846014,0.1287,0.2766,0.32384999999999997,0.3702,0.5484
173,1566.0,0.5761919540229885,0.09573396704620046,0.2538,0.5168,0.5776,0.6345,0.8643
174,1566.0,0.3201127713920817,0.07124688599023044,0.1287,0.2765,0.32384999999999997,0.3702,0.5484
175,1566.0,0.7780436143039591,0.11632213822392524,0.4616,0.6922,0.7682,0.8439,1.172
176,1566.0,0.2447177522349936,0.07491779147962079,0.0735,0.19625,0.2429,0.293925,0.4411
177,1566.0,0.39475989782886334,0.2829029611812174,0.047,0.222,0.299,0.423,1.858
178,1543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,1566.0,19.013256704980844,3.3116324160902977,9.4,16.85,18.69,20.9725,48.67
181,1566.0,0.5467701149425287,0.22440175239982996,0.093,0.3779999999999999,0.524,0.68875,3.573
182,1566.0,10.780542784163474,4.164050577644839,3.17,7.7325,10.17,13.3375,55.0
183,1566.0,26.66117037037037,6.836100919669127,5.013999999999999,21.171499999999998,27.200499999999998,31.687,72.947
184,1566.0,0.1448154533844189,0.11019771063307962,0.0297,0.1022,0.1326,0.16914999999999997,3.2283
185,1566.0,7.3657407407407405,7.188720312996779,1.94,5.39,6.735,8.45,267.91
186,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,1566.0,17.936289846743293,8.609911713011101,6.22,14.504999999999999,17.865000000000002,20.86,307.93
188,1566.0,43.21141826309067,21.71187601683998,6.613,24.711,40.209500000000006,57.67475,191.83
189,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,1563.0,0.287084452975048,0.39518696433610084,0.08,0.218,0.259,0.296,4.838
196,1560.0,8.68848717948718,15.720926221143502,1.75,5.04,6.78,9.555,396.11
197,1561.0,20.092709801409352,10.552161573356331,9.22,17.13,19.37,21.46,252.87
198,1561.0,0.5573587443946189,0.5377051946449523,0.09,0.296,0.424,0.726,10.017
199,1561.0,11.532056374119154,16.44555600285298,2.77,6.74,8.57,11.46,390.12
200,1560.0,17.60019230769231,8.690718499196093,3.21,14.155000000000001,17.235,20.1625,199.62
201,1560.0,7.839358974358974,5.1044949288971635,0.0,5.02,6.76,9.49,126.53
202,1560.0,10.170463333333334,14.622904409729585,0.0,6.093999999999999,8.462,11.953,490.561
203,1561.0,30.073142729019857,17.461797918207267,7.728,24.653,30.097,33.506,500.349
204,1561.0,32.21816886611147,565.1012386167343,0.0429,0.1143,0.1582,0.2307,9998.4483
205,1561.0,9.050121716848174,11.541082734748231,2.3,6.04,7.74,9.94,320.05
206,1561.0,0.0012812299807815502,0.05062074635525538,0.0,0.0,0.0,0.0,2.0
207,1561.0,20.376175528507368,17.497556438702528,4.01,16.35,19.72,22.37,457.65
208,1561.0,73.26431646380526,28.067142840732725,5.359,56.158,73.248,90.515,172.34900000000002
209,1561.0,0.02956438180653427,1.1680737221475166,0.0,0.0,0.0,0.0,46.15
210,1543.0,0.08886578094620869,0.04206453963808064,0.0319,0.0656,0.0797,0.09945000000000001,0.5164
211,1543.0,0.0567549578742709,0.02500514369357546,0.0022,0.0438,0.0532,0.0642,0.3227
212,1543.0,0.05143208036292936,0.031577643814254805,0.0071,0.0325,0.0416,0.06245,0.5941
213,1543.0,0.06034614387556708,0.05302956395031068,0.0037,0.0364,0.0559999999999999,0.0737,1.2837
214,1543.0,0.08326843810758262,0.05645567199791888,0.0193,0.0568,0.0754,0.09355,0.7615
215,1543.0,0.08107556707712249,0.03043682160672054,0.0059,0.0632,0.0825,0.0983,0.3429
216,1543.0,0.08348353856124432,0.025764309384381366,0.0097,0.06955,0.0846,0.09755,0.2828
217,1543.0,0.07163538561244329,0.04628346265847662,0.0079,0.0458,0.0617,0.08635000000000001,0.6744
218,1566.0,3.771465389527459,1.1704360886275393,1.034,2.9461000000000004,3.63075,4.40475,8.8015
219,1555.0,0.0032540192926045017,0.0016461065915743328,0.0007,0.0023,0.003,0.0038,0.0163
220,226.0,0.009212831858407076,0.0019890062148504913,0.0057,0.0078,0.00895,0.0103,0.024
221,1567.0,0.06071754945756221,0.02330522674165929,0.02,0.0402,0.0609,0.0765,0.2305
222,1567.0,0.008821186981493298,0.055936767099401666,0.0003,0.0014,0.0023,0.0055,0.9911
223,1567.0,122.84657102744097,55.15600267648893,32.2637,95.14735,119.436,144.5028,1768.8802
224,1516.0,0.059370448548812654,0.07121124469042601,0.0093,0.029775,0.0398,0.0613,1.4361
225,1516.0,1041.0565875989446,433.1700758034397,168.7998,718.7253499999999,967.2998,1261.2998,3601.2998
226,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,1565.0,0.019125047923322685,0.010755712754397951,0.0062,0.0132,0.0165,0.0212,0.1541
228,1565.0,0.0178444089456869,0.01074487814635285,0.0072,0.0126,0.0155,0.02,0.2133
229,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,1565.0,0.004791373801916932,0.0016979477507117167,0.0013,0.0037,0.0046,0.0057,0.0244
239,1565.0,0.004574888178913737,0.0014414052325399055,0.0014,0.0036,0.0044,0.0053,0.0236
240,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,549.0,0.005755009107468123,0.08461762122921439,0.0003,0.0012,0.0017,0.0026,1.9844
245,549.0,1.7297233151183968,4.335614249231767,0.2914,0.9115,1.1851,1.7618,99.9022
246,549.0,4.14874189435337,10.045083815255323,1.1022,2.7259,3.673,4.4797,237.1837
247,852.0,0.053373591549295774,0.06688019872989498,0.0,0.0192,0.027,0.0515,0.4914
248,1567.0,0.025171218889597953,0.04923507178550761,0.003,0.0147,0.021,0.0273,0.9732
249,1567.0,0.001065220165922144,0.015770787828204697,0.0,0.0,0.0,0.0,0.4138
250,1567.0,109.65096668793873,54.597273986975544,21.0107,76.13215,103.0936,131.7584,1119.7042
251,1567.0,0.004284811742182515,0.037472492069381025,0.0003,0.0007,0.001,0.0013,0.9909
252,1567.0,4.645114869176771,64.35475571189654,0.7673,2.20565,2.8646,3.79505,2549.9885
253,1543.0,0.033216202203499676,0.022425105715950116,0.0094,0.0245,0.0308,0.0379,0.4517
254,1567.0,0.01394320357370772,0.009132138563170602,0.0017,0.0047,0.015,0.0213,0.0787
255,1567.0,0.4038481174218251,0.1203341684201354,0.1269,0.3076,0.4051,0.48095,0.9255
256,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,1559.0,0.07058691468890313,0.02964867144185025,0.0198,0.044,0.0706,0.09165000000000001,0.1578
268,1559.0,19.504676715843488,7.344404399628268,6.098,13.828,17.977,24.653,40.855
269,1559.0,3.7778656831302118,1.152329079925915,1.3017,2.9565,3.7035,4.3794,10.1529
270,1562.0,29.26029052496799,8.402012633351179,15.5471,24.9823,28.7735,31.7022,158.526
271,1561.0,46.05659814221653,17.86643760258941,10.4015,30.0139,45.6765,59.5947,132.6479
272,1560.0,41.298147435897434,17.737513289361313,6.9431,27.092724999999998,40.01925,54.277325,122.1174
273,1553.0,20.18124616870573,3.8304625092009634,8.6512,18.2471,19.5809,22.0973,43.5737
274,1553.0,136.2924256922086,85.60778449225228,0.0,81.2156,110.6014,162.0382,659.1696
275,1553.0,8.693212749517064,168.94941267400492,0.0111,0.0447,0.0784,0.1449,3332.5964
276,1553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,1553.0,2.2107444945267223,1.1964372795250324,0.5615,1.6977,2.0831,2.5143,32.1709
278,1558.0,0.0011174582798459563,0.0003400339387536143,0.0,0.0009,0.0011,0.0013,0.0034
279,1565.0,0.04105686900958467,0.020289164688217655,0.0107,0.0283,0.0372,0.0458,0.1884
280,1565.0,0.018033546325878592,0.006483010889275725,0.0073,0.0142,0.0169,0.0207,0.0755
281,1565.0,0.01509405750798722,0.005545481256159795,0.0069,0.0119,0.0139,0.0166,0.0597
282,1565.0,0.005769840255591053,0.008550366665537237,0.0016,0.0033,0.0053,0.0071,0.3083
283,1565.0,2.8039842811501594,5.8643238075385336,0.505,2.2104,2.658,3.1462,232.8049
284,1564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,1564.0,2.1197953324808183,0.9629227396279495,0.4611,1.438175,1.87515,2.60695,6.8698
286,1564.0,4.26001783887468,9.763829303611644,0.728,2.4672,3.36005,4.311425,207.0161
287,1564.0,0.3675292838874679,7.386342752978486,0.0513,0.114875,0.13895000000000002,0.19845,292.2274
288,1564.0,0.003923657289002558,0.002936095295730202,0.0012,0.0024,0.0036,0.0049,0.0749
289,1564.0,2.5785959718670073,1.6169932742272342,0.396,2.0921250000000002,2.5490000000000004,3.024525,59.5187
290,1557.0,0.12342697495183043,0.27098702834075605,0.0416,0.0649,0.0833,0.1181,4.4203
291,1567.0,0.019926228462029356,0.02554882126842164,0.0038,0.0125,0.0169,0.0236,0.6915
292,138.0,0.014486956521739128,0.011493653126942513,0.0041,0.008725,0.011,0.014924999999999999,0.0831
293,138.0,335.55115652173913,137.69248302875377,82.3233,229.80945,317.8671,403.9893,879.2260000000001
294,1565.0,401.81475022364225,477.0500761816525,0.0,185.0898,278.6719,428.5545,3933.755
295,1565.0,252.99911814696486,283.5307018043663,0.0,130.2203,195.8256,273.9526,2005.8744
