feature,missing rate,n
474,0.00558659217877095,128
59,0.00558659217877095,129
63,0.00558659217877095,130
405,0.00558659217877095,131
65,0.00558659217877095,132
64,0.00558659217877095,133
336,0.00558659217877095,134
337,0.00558659217877095,135
332,0.00558659217877095,136
338,0.00558659217877095,137
413,0.00558659217877095,138
133,0.00558659217877095,139
139,0.00558659217877095,140
138,0.00558659217877095,141
143,0.00558659217877095,142
278,0.00558659217877095,143
275,0.00558659217877095,144
274,0.00558659217877095,145
269,0.00558659217877095,146
273,0.00558659217877095,147
267,0.00558659217877095,148
268,0.00558659217877095,149
277,0.00558659217877095,150
134,0.00558659217877095,151
132,0.00558659217877095,152
142,0.00558659217877095,153
141,0.00558659217877095,154
140,0.00558659217877095,155
202,0.00558659217877095,156
196,0.00558659217877095,157
200,0.00558659217877095,158
201,0.00558659217877095,159
7,0.00558659217877095,160
6,0.00558659217877095,161
5,0.00558659217877095,162
4,0.00558659217877095,163
3,0.00558659217877095,164
2,0.00558659217877095,165
19,0.004788507581803671,166
197,0.004788507581803671,167
481,0.004788507581803671,168
480,0.004788507581803671,169
479,0.004788507581803671,170
62,0.004788507581803671,171
61,0.004788507581803671,172
60,0.004788507581803671,173
478,0.004788507581803671,174
477,0.004788507581803671,175
476,0.004788507581803671,176
475,0.004788507581803671,177
471,0.004788507581803671,178
470,0.004788507581803671,179
469,0.004788507581803671,180
428,0.004788507581803671,181
410,0.004788507581803671,182
199,0.004788507581803671,183
74,0.004788507581803671,184
198,0.004788507581803671,185
71,0.004788507581803671,186
69,0.004788507581803671,187
70,0.004788507581803671,188
209,0.004788507581803671,189
208,0.004788507581803671,190
68,0.004788507581803671,191
67,0.004788507581803671,192
66,0.004788507581803671,193
206,0.004788507581803671,194
207,0.004788507581803671,195
290,0.004788507581803671,196
1,0.004788507581803671,197
343,0.004788507581803671,198
344,0.004788507581803671,199
347,0.004788507581803671,200
342,0.004788507581803671,201
203,0.004788507581803671,202
204,0.004788507581803671,203
205,0.004788507581803671,204
137,0.004788507581803671,205
272,0.004788507581803671,206
335,0.004788507581803671,207
334,0.004788507581803671,208
339,0.004788507581803671,209
340,0.004788507581803671,210
155,0.004788507581803671,211
341,0.004788507581803671,212
333,0.004788507581803671,213
408,0.0039904229848363925,214
108,0.0039904229848363925,215
107,0.0039904229848363925,216
367,0.0039904229848363925,217
368,0.0039904229848363925,218
95,0.0039904229848363925,219
409,0.0039904229848363925,220
94,0.0039904229848363925,221
91,0.0039904229848363925,222
99,0.0039904229848363925,223
96,0.0039904229848363925,224
105,0.0039904229848363925,225
102,0.0039904229848363925,226
101,0.0039904229848363925,227
100,0.0039904229848363925,228
106,0.0039904229848363925,229
98,0.0039904229848363925,230
97,0.0039904229848363925,231
135,0.0039904229848363925,232
270,0.0039904229848363925,233
271,0.0039904229848363925,234
136,0.0039904229848363925,235
0,0.0039904229848363925,236
14,0.0023942537909018356,237
13,0.0023942537909018356,238
15,0.0023942537909018356,239
286,0.0023942537909018356,240
287,0.0023942537909018356,241
285,0.0023942537909018356,242
289,0.0023942537909018356,243
288,0.0023942537909018356,244
150,0.0023942537909018356,245
331,0.0023942537909018356,246
151,0.0023942537909018356,247
152,0.0023942537909018356,248
153,0.0023942537909018356,249
154,0.0023942537909018356,250
58,0.0023942537909018356,251
57,0.0023942537909018356,252
190,0.0023942537909018356,253
195,0.0023942537909018356,254
16,0.0023942537909018356,255
17,0.0023942537909018356,256
467,0.0023942537909018356,257
425,0.0023942537909018356,258
424,0.0023942537909018356,259
426,0.0023942537909018356,260
423,0.0023942537909018356,261
427,0.0023942537909018356,262
53,0.0023942537909018356,263
54,0.0023942537909018356,264
55,0.0023942537909018356,265
56,0.0023942537909018356,266
18,0.0023942537909018356,267
103,0.0015961691939345571,268
227,0.0015961691939345571,269
104,0.0015961691939345571,270
376,0.0015961691939345571,271
93,0.0015961691939345571,272
366,0.0015961691939345571,273
92,0.0015961691939345571,274
238,0.0015961691939345571,275
377,0.0015961691939345571,276
365,0.0015961691939345571,277
228,0.0015961691939345571,278
239,0.0015961691939345571,279
144,0.0015961691939345571,280
148,0.0015961691939345571,281
147,0.0015961691939345571,282
281,0.0015961691939345571,283
282,0.0015961691939345571,284
283,0.0015961691939345571,285
279,0.0015961691939345571,286
146,0.0015961691939345571,287
145,0.0015961691939345571,288
280,0.0015961691939345571,289
10,0.0015961691939345571,290
12,0.0015961691939345571,291
11,0.0015961691939345571,292
9,0.0015961691939345571,293
8,0.0015961691939345571,294
419,0.0015961691939345571,295
418,0.0015961691939345571,296
499,0.0015961691939345571,297
511,0.0015961691939345571,298
510,0.0015961691939345571,299
500,0.0015961691939345571,300
420,0.0015961691939345571,301
417,0.0015961691939345571,302
421,0.0015961691939345571,303
317,0.0007980845969672786,304
316,0.0007980845969672786,305
319,0.0007980845969672786,306
320,0.0007980845969672786,307
321,0.0007980845969672786,308
318,0.0007980845969672786,309
159,0.0007980845969672786,310
160,0.0007980845969672786,311
175,0.0007980845969672786,312
176,0.0007980845969672786,313
300,0.0007980845969672786,314
301,0.0007980845969672786,315
587,0.0007980845969672786,316
586,0.0007980845969672786,317
312,0.0007980845969672786,318
297,0.0007980845969672786,319
298,0.0007980845969672786,320
299,0.0007980845969672786,321
304,0.0007980845969672786,322
303,0.0007980845969672786,323
302,0.0007980845969672786,324
446,0.0007980845969672786,325
445,0.0007980845969672786,326
163,0.0007980845969672786,327
161,0.0007980845969672786,328
166,0.0007980845969672786,329
167,0.0007980845969672786,330
162,0.0007980845969672786,331
164,0.0007980845969672786,332
323,0.0007980845969672786,333
324,0.0007980845969672786,334
305,0.0007980845969672786,335
306,0.0007980845969672786,336
307,0.0007980845969672786,337
308,0.0007980845969672786,338
309,0.0007980845969672786,339
310,0.0007980845969672786,340
311,0.0007980845969672786,341
29,0.0007980845969672786,342
295,0.0007980845969672786,343
30,0.0007980845969672786,344
294,0.0007980845969672786,345
296,0.0007980845969672786,346
588,0.0007980845969672786,347
585,0.0007980845969672786,348
584,0.0007980845969672786,349
561,0.0007980845969672786,350
559,0.0007980845969672786,351
560,0.0007980845969672786,352
26,0.0007980845969672786,353
25,0.0007980845969672786,354
558,0.0007980845969672786,355
31,0.0007980845969672786,356
27,0.0007980845969672786,357
28,0.0007980845969672786,358
24,0.0007980845969672786,359
23,0.0007980845969672786,360
187,0.0007980845969672786,361
47,0.0007980845969672786,362
544,0.0007980845969672786,363
545,0.0007980845969672786,364
543,0.0007980845969672786,365
542,0.0007980845969672786,366
51,0.0007980845969672786,367
50,0.0007980845969672786,368
49,0.0007980845969672786,369
48,0.0007980845969672786,370
460,0.0007980845969672786,371
459,0.0007980845969672786,372
457,0.0007980845969672786,373
52,0.0007980845969672786,374
42,0.0007980845969672786,375
43,0.0007980845969672786,376
44,0.0007980845969672786,377
45,0.0007980845969672786,378
37,0.0007980845969672786,379
38,0.0007980845969672786,380
36,0.0007980845969672786,381
185,0.0007980845969672786,382
582,0.0007980845969672786,383
46,0.0007980845969672786,384
180,0.0007980845969672786,385
39,0.0007980845969672786,386
32,0.0007980845969672786,387
33,0.0007980845969672786,388
34,0.0007980845969672786,389
35,0.0007980845969672786,390
21,0.0007980845969672786,391
22,0.0007980845969672786,392
448,0.0007980845969672786,393
447,0.0007980845969672786,394
453,0.0007980845969672786,395
454,0.0007980845969672786,396
455,0.0007980845969672786,397
452,0.0007980845969672786,398
438,0.0007980845969672786,399
439,0.0007980845969672786,400
440,0.0007980845969672786,401
441,0.0007980845969672786,402
442,0.0007980845969672786,403
443,0.0007980845969672786,404
444,0.0007980845969672786,405
437,0.0007980845969672786,406
456,0.0007980845969672786,407
165,0.0007980845969672786,408
172,0.0007980845969672786,409
173,0.0007980845969672786,410
174,0.0007980845969672786,411
171,0.0007980845969672786,412
169,0.0007980845969672786,413
170,0.0007980845969672786,414
433,0.0007980845969672786,415
436,0.0007980845969672786,416
435,0.0007980845969672786,417
434,0.0007980845969672786,418
431,0.0007980845969672786,419
432,0.0007980845969672786,420
430,0.0007980845969672786,421
168,0.0007980845969672786,422
589,0.0007980845969672786,423
184,0.0007980845969672786,424
182,0.0007980845969672786,425
183,0.0007980845969672786,426
188,0.0007980845969672786,427
181,0.0007980845969672786,428
177,0.0007980845969672786,429
583,0.0007980845969672786,430
88,0.0,431
87,0.0,432
222,0.0,433
156,0.0,434
223,0.0,435
571,0.0,436
573,0.0,437
572,0.0,438
575,0.0,439
254,0.0,440
255,0.0,441
252,0.0,442
248,0.0,443
249,0.0,444
250,0.0,445
251,0.0,446
115,0.0,447
114,0.0,448
113,0.0,449
116,0.0,450
120,0.0,451
119,0.0,452
117,0.0,453
291,0.0,454
570,0.0,455
574,0.0,456
356,0.0,457
359,0.0,458
360,0.0,459
361,0.0,460
83,0.0,461
86,0.0,462
218,0.0,463
221,0.0,464
387,0.0,465
386,0.0,466
390,0.0,467
392,0.0,468
393,0.0,469
429,0.0,470
389,0.0,471
388,0.0,472
524,0.0,473
521,0.0,474
495,0.0,475
494,0.0,476
493,0.0,477
520,0.0,478
490,0.0,479
523,0.0,480
522,0.0,481
576,0.0,482
577,0.0,483
527,0.0,484
526,0.0,485
20,0.0,486
